0, 500, 14, 131.17514285714287, Infinity, Infinity, 14.0, 14.0, 1.0, 1.1999999999999362
0, 750, 14, 171.325612244898, Infinity, Infinity, 14.0, 14.0, 1.0, 1.1999999999988704
0, 1000, 14, 248.05285714285714, Infinity, Infinity, 14.0, 14.0, 1.0, 1.1999999999984252
0, 1250, 14, 283.93505952380957, Infinity, Infinity, 14.0, 14.0, 1.0, 1.199999999998159
0, 1500, 14, 396.611380952381, Infinity, Infinity, 14.0, 14.0, 1.0, 1.199999999997981
0, 1750, 14, 504.92016806722694, Infinity, Infinity, 14.0, 14.0, 1.0, 1.1999999999993762
0, 2000, 14, 732.6396785714286, Infinity, Infinity, 14.0, 14.0, 1.0, 1.2000000000009188
0, 2250, 14, 848.4286363636364, Infinity, Infinity, 14.0, 14.0, 1.0, 1.2000000000021305
0, 2500, 14, 1021.2753714285712, Infinity, Infinity, 14.0, 14.0, 1.0, 1.2000000000030706
2, 500, 14, 146.86442857142856, Infinity, Infinity, 15.911513912767028, 21.757586858130576, 1.140213398257018, 1.199999999999788
2, 750, 14, 144.67744897959184, Infinity, Infinity, 15.713437348080248, 21.056285651791473, 1.1223883820057319, 1.199999999998871
2, 1000, 14, 146.73842857142859, Infinity, Infinity, 15.784134893020692, 21.174402550077303, 1.1274382066443351, 1.1999999999984254
2, 1250, 14, 148.69470238095238, Infinity, Infinity, 15.858098149244446, 21.243923871446672, 1.1327212963746032, 1.199999999998158
2, 1500, 14, 169.63028571428572, Infinity, Infinity, 15.85879112967073, 21.157584068321285, 1.1327707949764807, 1.19999999999798
2, 1750, 14, 208.1652100840336, Infinity, Infinity, 15.837297047623267, 20.996163706167984, 1.131235503401662, 1.1999999999994224
2, 2000, 14, 385.2120357142857, Infinity, Infinity, 15.667159808447776, 20.89152637177064, 1.1190828434605553, 1.2000000000009476
2, 2250, 14, 516.7738961038962, Infinity, Infinity, 15.501238294967347, 20.592214214375467, 1.1072313067833819, 1.2000000000021125
2, 2500, 14, 750.913457142857, Infinity, Infinity, 15.238134465694118, 20.01236468012145, 1.0884381761210085, 1.200000000003071
4, 500, 14, 143.0974285714286, Infinity, Infinity, 15.42236298881537, 19.90532272151812, 1.101597356343955, 1.1999999999998203
4, 750, 14, 142.52979591836734, Infinity, Infinity, 15.516605385039911, 20.15534616977895, 1.1083289560742793, 1.199999999998969
4, 1000, 14, 158.43521428571427, Infinity, Infinity, 15.246824787800211, 19.342030953871745, 1.0890589134143007, 1.1999999999984252
4, 1250, 14, 174.84696428571428, Infinity, Infinity, 15.256750789034696, 19.639694725961306, 1.0897679135024783, 1.1999999999981603
4, 1500, 14, 253.72314285714288, Infinity, Infinity, 15.241835813131638, 19.7498302225209, 1.0887025580808314, 1.1999999999979845
4, 1750, 14, 342.5904621848739, Infinity, Infinity, 15.205751585799067, 19.592624926925016, 1.0861251132713619, 1.1999999999993507
4, 2000, 14, 507.07667857142854, Infinity, Infinity, 14.985390039050491, 19.126488541577334, 1.070385002789321, 1.2000000000009217
4, 2250, 14, 656.388344155844, Infinity, Infinity, 14.939701855203655, 18.820358303942303, 1.0671215610859754, 1.200000000002092
4, 2500, 14, 796.0602857142858, Infinity, Infinity, 14.782872956157156, 18.815567056857557, 1.055919496868368, 1.200000000002995
5, 500, 14, 141.39228571428575, Infinity, Infinity, 15.310916062650538, 19.878411021157657, 1.0936368616178955, 1.1999999999997877
5, 750, 14, 142.22142857142856, Infinity, Infinity, 15.424730548800936, 20.512970766333076, 1.1017664677714953, 1.1999999999988855
5, 1000, 14, 142.03799999999998, Infinity, Infinity, 15.39566674075054, 20.09420861354919, 1.0996904814821817, 1.1999999999984272
5, 1250, 14, 147.12273809523813, Infinity, Infinity, 15.392796692841381, 20.196451559671594, 1.0994854780600987, 1.199999999998158
5, 1500, 14, 167.10728571428567, Infinity, Infinity, 15.454444883260445, 20.266230181246566, 1.103888920232889, 1.1999999999979827
5, 1750, 14, 215.63432773109244, Infinity, Infinity, 15.533475319391647, 20.13753185221936, 1.1095339513851177, 1.1999999999993598
5, 2000, 14, 367.9748928571429, Infinity, Infinity, 15.403106959871838, 20.26935076731428, 1.1002219257051313, 1.2000000000008921
5, 2250, 14, 542.8105194805196, Infinity, Infinity, 15.150428599681863, 19.741208380715417, 1.0821734714058473, 1.2000000000021178
